"Year","Age","Male_Proportion","Female_Proportion","Male_Yr_Total","Female_Yr_Total","m","f","SetType","male_count","female_count"
2021,14,0.013565,0.013177,516,683,0,0,"StRS",7,9
2021,15,0.025193,0.010248,516,683,0,0,"StRS",13,7
2021,16,0.005813,0.008784,516,683,0,0,"StRS",3,6
2021,17,0.009689,0.011713,516,683,0,0,"StRS",5,8
2021,18,0.011627,0.011713,516,683,0,0,"StRS",6,8
2021,19,0.009689,0.004392,516,683,0,0,"StRS",5,3
2021,20,0.013565,0.016105,516,683,0,0,"StRS",7,11
2021,21,0.023255,0.013177,516,683,0,0,"StRS",12,9
2021,22,0.001937,0.008784,516,683,0,0,"StRS",1,6
2021,23,0.009689,0.008784,516,683,0,0,"StRS",5,6
2021,24,0.003875,0.005856,516,683,0,0,"StRS",2,4
2021,25,0.001937,0.00732,516,683,0,0,"StRS",1,5
2021,26,0,0.004392,516,683,0,0,"StRS",0,3
2021,27,0.009689,0.002928,516,683,0,0,"StRS",5,2
2021,28,0.005813,0.002928,516,683,0,0,"StRS",3,2
2021,29,0.001937,0.002928,516,683,0,0,"StRS",1,2
2021,30,0.001937,0.001464,516,683,0,0,"StRS",1,1
2021,31,0.003875,0.001464,516,683,0,0,"StRS",2,1
2021,32,0.003875,0.004392,516,683,0,0,"StRS",2,3
2021,33,0.001937,0.004392,516,683,0,0,"StRS",1,3
2021,34,0.005813,0.002928,516,683,0,0,"StRS",3,2
2021,35,0.063953,0.039531,516,683,0,0,"StRS",33,27
2003,1,0,0,,,0,0,"StRS",,
2004,1,0,0,,,0,0,"StRS",,
2005,1,0,0,,,0,0,"StRS",,
2006,1,0,0,,,0,0,"StRS",,
2007,1,0,0,,,0,0,"StRS",,
2008,1,0,0,,,0,0,"StRS",,
2009,1,0,0,,,0,0,"StRS",,
2010,1,0,0,,,0,0,"StRS",,
2011,1,0,0,,,0,0,"StRS",,
2012,1,0,0,,,0,0,"StRS",,
2013,1,0,0,,,0,0,"StRS",,
2014,1,0,0,,,0,0,"StRS",,
2015,1,0,0,,,0,0,"StRS",,
2016,1,0,0,,,0,0,"StRS",,
2017,1,0,0,,,0,0,"StRS",,
2018,1,0,0,,,0,0,"StRS",,
2019,1,0,0,,,0,0,"StRS",,
2020,1,0,0,,,0,0,"StRS",,
2021,1,0,0,,,0,0,"StRS",,
2008,2,0,0,,,0,0,"StRS",,
2008,3,0,0,,,0,0,"StRS",,
2003,16,0,0,,,0,0,"StRS",,
2006,30,0,0,,,0,0,"StRS",,
2005,31,0,0,,,0,0,"StRS",,
2005,34,0,0,,,0,0,"StRS",,
